trueC,trueW,estC,estW1,estW2,estW3,estW4,estW5
0.5,skewed2,2.49535,0.0381975,0.136396,0.157974,0.355492,0.31194
0.5,skewed2,2.31173,0.0247864,0.1898,0.0594637,0.60256,0.12339
0.5,skewed2,1.81439,0.00755519,0.320066,0.0804971,0.255028,0.336854
0.5,skewed2,1.66163,0.026943,0.290521,0.283791,0.283853,0.114892
0.5,skewed2,3.57707,0.00560836,0.129864,0.333539,0.0815826,0.44940600000000003
0.5,skewed2,0.750221,0.00190955,0.107946,0.325405,0.528954,0.0357857
0.5,skewed2,0.660603,0.0113462,0.043499,0.489494,0.185314,0.270346
0.5,skewed2,0.849886,0.0337961,0.0611483,0.412824,0.123453,0.368779
0.5,skewed2,1.23719,0.023009,0.0460056,0.347926,0.124741,0.458318
0.5,skewed2,2.05836,0.00213853,0.175088,0.502237,0.182031,0.138505
0.5,skewed2,3.27841,2.47157e-4,0.206074,0.345062,0.161919,0.286698
0.5,skewed2,3.27309,1.18481e-4,0.199941,0.425619,0.186083,0.188239
0.5,skewed2,2.21653,0.038189,0.151582,0.183293,0.189554,0.437381
0.5,skewed2,2.0887,0.214401,0.0997271,0.304187,0.309281,0.0724045
0.5,skewed2,2.27717,0.0280935,0.101519,0.189291,0.0483923,0.632704
0.5,skewed2,2.29534,0.217212,0.18564,0.100919,0.183292,0.312938
0.5,skewed2,1.67442,0.297493,0.223321,0.0366807,0.279824,0.162681
0.5,skewed2,1.67442,0.297493,0.223321,0.0366807,0.279824,0.162681
0.5,skewed2,2.03332,0.00328707,0.149771,0.275877,0.0834181,0.487647
0.5,skewed2,2.44493,0.0459429,0.195111,0.0244487,0.366173,0.368325
0.5,skewed2,1.65109,0.112517,0.195322,0.368625,0.0623895,0.261147
0.5,skewed2,1.23961,0.0901459,0.38344,0.227268,0.0112502,0.287896
0.5,skewed2,1.5685500000000001,0.103221,0.337034,0.235637,0.0353771,0.288731
0.5,skewed2,1.0156,0.116994,0.253938,0.0946327,0.036118,0.498318
0.5,skewed2,2.02837,0.0413557,0.316721,0.241395,0.00793286,0.392595
0.5,skewed2,1.74157,0.156402,0.140539,0.527766,0.0891746,0.0861177
0.5,skewed2,0.546072,0.384631,0.156791,0.13885,0.153015,0.166713
0.5,skewed2,4.15483,0.0189115,0.107997,0.464306,0.0212905,0.387495
0.5,skewed2,0.351494,0.0327443,0.327538,0.0977988,0.025449,0.51647
0.5,skewed2,2.9585,0.128513,0.0447419,0.178065,0.136529,0.512151
0.5,skewed2,3.42531,0.11078,0.124271,0.0844558,0.394378,0.286115
0.5,skewed2,2.6081,0.0252147,0.141459,0.615152,0.0376848,0.180489
0.5,skewed2,1.28287,0.00574071,0.139037,0.144783,0.534363,0.176077
0.5,skewed2,3.25598,0.245227,0.0115258,0.30423,0.0246291,0.414389
0.5,skewed2,2.31356,0.0287193,0.082487,0.185651,0.0320281,0.671115
0.5,skewed2,2.5819,0.110402,0.233509,0.41057,0.219375,0.026144
0.5,skewed2,0.702222,0.17645,0.187794,0.143703,0.32433,0.167723
0.5,skewed2,0.848509,0.306667,0.165395,0.0887856,0.296902,0.142251
0.5,skewed2,0.85858,0.371813,0.136339,0.0910081,0.245267,0.155573
0.5,skewed2,2.51287,0.0102288,0.0504701,0.696581,0.0275121,0.215208
0.5,skewed2,1.39861,0.0104016,0.0576497,0.449366,0.0698068,0.412776
0.5,skewed2,2.93933,0.015265,0.073184,0.421386,0.384006,0.106159
0.5,skewed2,1.05739,0.291557,0.279302,0.0936639,0.0186239,0.316853
0.5,skewed2,1.50618,0.181514,0.236933,0.0691828,0.027386,0.484984
0.5,skewed2,1.92934,0.0542901,0.221175,0.0587539,0.337891,0.32789
0.5,skewed2,2.32074,0.197709,0.213271,0.0481482,0.150821,0.390051
0.5,skewed2,1.96579,0.0495029,0.173673,0.065409900000000007,0.193825,0.517589
0.5,skewed2,3.41344,0.0936284,0.191826,0.468908,0.173679,0.0719584
0.5,skewed2,2.45732,0.0469382,0.00201332,0.137015,0.288459,0.525575
0.5,skewed2,1.77428,0.125414,0.00658288,0.467271,0.0710266,0.329705
0.5,skewed2,3.48147,0.0577599,0.114396,0.0264638,0.407192,0.394188
0.5,skewed2,1.78477,0.125836,0.134155,0.480288,0.0517995,0.207921
0.5,skewed2,4.03988,0.0430178,0.0608054,0.30303,0.323189,0.269957
0.5,skewed2,4.11331,0.138622,0.0596593,0.274586,0.25389,0.273243
0.5,skewed2,3.50027,0.0155317,0.180893,0.204628,0.220723,0.378224
0.5,skewed2,1.05825,0.0221362,0.00170467,0.391522,0.166095,0.418543
0.5,skewed2,2.89409,0.257555,6.98994e-4,0.0261637,0.166628,0.548955
0.5,skewed2,1.03472,0.0629773,0.00164584,0.0700854,0.346032,0.51926
0.5,skewed2,4.2111,0.11914,0.0284985,0.371138,0.1854,0.295824
0.5,skewed2,3.3675,0.0441063,0.198712,0.270712,0.23005,0.256419
0.5,skewed2,2.24979,0.10357,0.193636,0.265619,0.186834,0.250341
0.5,skewed2,2.88056,0.114264,0.164585,0.22601,0.271992,0.223149
0.5,skewed2,2.94021,0.0491719,0.102002,0.463323,0.303119,0.0823835
0.5,skewed2,2.52491,0.11738,0.359676,0.339094,0.0470018,0.136848
0.5,skewed2,2.40743,0.0930972,0.298151,0.339489,0.0906215,0.178641
0.5,skewed2,2.39612,0.0727476,0.129648,0.123132,0.272849,0.401623
0.5,skewed2,2.33772,0.0402167,0.117423,0.194924,0.198084,0.449352
0.5,skewed2,1.74553,0.0124717,0.456617,0.20445,0.144319,0.182142
0.5,skewed2,2.47367,0.168379,0.0358821,0.0522451,0.152638,0.590856
0.5,skewed2,1.1886,0.041273,0.110071,0.638717,0.127021,0.0829181
0.5,skewed2,1.42532,0.0536498,0.224277,0.405374,0.171274,0.145425
0.5,skewed2,1.2427,0.0444033,0.0750212,0.307435,0.144174,0.428967
0.5,skewed2,2.50798,0.0851733,0.41613,0.159134,0.0892883,0.250275
0.5,skewed2,1.97912,0.0898938,0.032589,0.0637477,0.150558,0.663212
0.5,skewed2,2.20014,0.01233,0.208724,0.225837,0.444591,0.108518
0.5,skewed2,1.36561,0.310998,0.108789,0.477134,0.0638898,0.0391894
0.5,skewed2,0.805163,0.336153,0.0636275,0.316127,0.169777,0.114315
0.5,skewed2,1.0916,0.183686,0.0864489,0.0690453,0.121476,0.539344
0.5,skewed2,3.33472,0.0413667,0.288507,0.364453,0.231328,0.0743451
0.5,skewed2,2.20303,0.02616,0.175218,0.567409,0.089852,0.141362
0.5,skewed2,1.76802,0.199135,0.28266,0.256875,0.2196,0.0417291
0.5,skewed2,1.66735,0.206324,0.211447,0.305688,0.090631,0.185909
0.5,skewed2,3.2968,0.0237989,0.182303,0.237254,0.342671,0.213973
0.5,skewed2,2.11557,0.122939,0.177672,0.14028,0.0729777,0.486132
0.5,skewed2,1.35475,0.103538,0.162303,0.501644,0.0903479,0.142167
0.5,skewed2,3.24618,0.0784308,0.194645,0.586429,0.032376,0.10812
0.5,skewed2,1.1925,0.0367512,0.273267,0.281081,0.0782471,0.330654
0.5,skewed2,2.42932,0.0205037,0.152016,0.195185,0.415866,0.216428
0.5,skewed2,1.70858,0.24362,0.148918,0.244756,0.13158,0.231126
0.5,skewed2,3.69929,0.00440283,0.134975,0.241879,0.258494,0.36025
0.5,skewed2,3.61059,0.0558989,0.150717,0.220118,0.146901,0.426365
0.5,skewed2,3.22655,0.0697549,0.0950558,0.365165,0.219948,0.250076
0.5,skewed2,2.71989,0.0698835,0.215171,0.156878,0.140565,0.417503
0.5,skewed2,1.46669,0.0421957,0.216178,0.186064,0.0732054,0.482357
0.5,skewed2,1.40898,0.210172,0.10611,0.075645,0.361567,0.246507
0.5,skewed2,1.49352,0.0947552,0.392877,0.258276,0.129513,0.124579
0.5,skewed2,2.42749,0.0228,0.105412,0.40519,0.127962,0.338637
0.5,skewed2,1.95907,0.0266618,0.365005,0.169366,0.0924163,0.34655
0.5,skewed2,1.08862,0.00624052,0.276571,0.665795,0.00698961,0.0444041
0.5,skewed2,0.542266,0.0171746,0.11126,0.489749,0.217696,0.16412
0.5,skewed2,2.25785,0.21671,0.0199915,0.195823,0.124223,0.443253
0.5,skewed2,1.35472,0.0467864,0.504315,0.174838,0.148026,0.126034
0.5,skewed2,1.90145,0.00695774,0.132211,0.755358,0.0111082,0.094365
0.5,skewed2,3.21701,0.0252528,0.262972,0.643799,0.0496588,0.0183173
0.5,skewed2,0.376871,0.481347,0.146555,0.0940784,0.00313518,0.274884
0.5,skewed2,1.10055,0.0488781,0.238177,0.29367,0.0248722,0.394403
0.5,skewed2,4.47268,0.0770641,0.0981727,0.0486411,0.321173,0.454949
0.5,skewed2,0.478679,0.124233,0.0765104,0.194063,0.132355,0.472839
0.5,skewed2,3.99773,0.00967199,0.176257,0.0697551,0.288143,0.456173
0.5,skewed2,0.844395,0.134515,0.125383,0.234191,0.034634,0.471276
0.5,skewed2,3.83661,0.0734645,0.0859406,0.291828,0.21691,0.331857
0.5,skewed2,1.20866,0.071076,0.17488,0.231004,0.102617,0.420423
0.5,skewed2,2.05479,0.0492192,0.0742291,0.349046,0.326446,0.20106
0.5,skewed2,0.897204,0.196409,0.0932554,0.314171,0.183336,0.212829
0.5,skewed2,1.75465,0.120935,0.343351,0.0530415,0.180858,0.301815
0.5,skewed2,1.06381,0.0890745,0.261058,0.148429,0.175789,0.325649
0.5,skewed2,1.4666,0.0851423,0.237262,0.203389,0.132078,0.342128
0.5,skewed2,1.95109,0.0860355,0.0702477,0.167207,0.232042,0.444468
0.5,skewed2,2.83766,0.112567,0.142955,0.337326,0.142514,0.264638
0.5,skewed2,2.08354,0.0956942,0.137091,0.111156,0.318037,0.338022
0.5,skewed2,1.32625,0.109023,0.296632,0.185398,0.134855,0.274092
0.5,skewed2,2.27862,0.0579082,0.194614,0.63654,0.0981326,0.0128051
0.5,skewed2,2.46473,0.129946,0.233726,0.399541,0.128299,0.108489
0.5,skewed2,2.46183,0.0281936,0.0911204,0.101001,0.137525,0.64216
0.5,skewed2,1.57226,0.179254,0.150839,0.414618,0.15173,0.103559
0.5,skewed2,2.73714,0.00749963,0.0312262,0.29265,0.107152,0.561472
0.5,skewed2,2.1995,0.0103991,0.200638,0.267841,0.396885,0.124237
0.5,skewed2,2.31881,0.00505529,0.146323,0.387516,0.360017,0.101089
0.5,skewed2,2.36795,0.00280805,0.0758801,0.343625,0.489188,0.0884987
0.5,skewed2,2.56871,0.0139949,0.116192,0.310338,0.248851,0.310624
0.5,skewed2,3.07352,0.0156659,0.120467,0.188385,0.163563,0.511919
0.5,skewed2,0.872424,0.258097,0.18384,0.0742585,0.143183,0.340622
0.5,skewed2,1.52971,0.32496,0.117286,0.047547,0.254625,0.255582
0.5,skewed2,1.83237,0.229443,0.16922,0.0277547,0.405026,0.168556
0.5,skewed2,1.43551,0.0673714,0.34732,0.43363,0.127776,0.0239032
0.5,skewed2,1.60044,0.22585,0.190534,0.0486556,0.00667535,0.528285
0.5,skewed2,1.21777,0.0629953,0.323959,0.218115,0.00575049,0.389179
0.5,skewed2,1.83046,0.195237,0.214101,0.201273,0.329405,0.0599837
0.5,skewed2,1.7413,0.483664,0.179006,0.163643,0.134004,0.0396826
0.5,skewed2,2.48812,0.00199075,0.136215,0.512155,0.114476,0.235163
0.5,skewed2,2.01748,5.24991e-4,0.139967,0.188996,0.336199,0.334314
0.5,skewed2,3.1544,0.178267,0.177553,0.106169,0.0025384,0.535472
0.5,skewed2,1.71026,0.26639,0.195427,0.041593,0.490038,0.00655233
0.5,skewed2,2.56057,0.0242861,0.176664,0.630344,0.0307429,0.137964
0.5,skewed2,2.48629,0.103332,0.146697,0.0233713,0.170037,0.556563
0.5,skewed2,2.56726,0.223537,0.14267,0.0146657,0.133213,0.485915
0.5,skewed2,1.85419,0.118281,0.231937,0.00964085,0.173145,0.466996
0.5,skewed2,2.15868,0.0778572,0.450081,0.0056757,0.0742799,0.392107
0.5,skewed2,2.54812,0.00963603,0.0125875,0.611957,0.207787,0.158032
0.5,skewed2,2.77536,0.182165,0.172495,0.136887,0.137203,0.37125
0.5,skewed2,1.32299,0.0251069,0.339658,0.402021,0.170119,0.0630947
0.5,skewed2,1.41667,0.11167,0.119207,0.217514,0.0172242,0.534384
0.5,skewed2,2.06141,0.237526,0.154318,0.290947,0.0150359,0.302173
0.5,skewed2,2.68934,0.0642865,0.333049,0.239645,0.237278,0.125742
0.5,skewed2,3.41081,0.0811277,0.00700555,0.315625,0.108819,0.487423
0.5,skewed2,2.16377,0.077001,0.439583,0.238159,0.0424048,0.202852
0.5,skewed2,4.00384,0.148872,0.0588718,0.348253,0.142946,0.301057
0.5,skewed2,4.1969,0.0172091,0.163518,0.279597,0.199595,0.340081
0.5,skewed2,2.05766,0.019551,0.131322,0.0939235,0.258792,0.496412
0.5,skewed2,4.10362,0.0520059,0.138821,0.540418,0.0945602,0.174195
0.5,skewed2,2.88074,0.055184,0.149547,0.19953,0.0497166,0.546023
0.5,skewed2,3.06705,0.0803588,0.248839,0.21193,0.0378377,0.421035
0.5,skewed2,1.89985,0.0984225,0.105542,0.470542,0.183048,0.142446
0.5,skewed2,2.14033,0.0348263,0.0854528,0.121904,0.160445,0.597372
0.5,skewed2,2.45473,0.181812,0.0049399,0.537587,0.0716329,0.204029
0.5,skewed2,2.10679,0.0316973,7.60408e-4,0.127974,0.0429978,0.79657
0.5,skewed2,1.70967,0.130576,0.00713266,0.537365,0.27156,0.0533665
0.5,skewed2,2.08112,0.0950021,0.442536,0.0328073,0.117771,0.311883
0.5,skewed2,0.893233,0.0917111,0.201646,0.413129,0.0542771,0.239237
0.5,skewed2,3.14447,0.11814,0.18238,0.0853988,0.303691,0.31039
0.5,skewed2,1.48575,0.0483745,0.247976,0.610974,0.0625411,0.0301348
0.5,skewed2,2.43338,0.0607122,0.283547,0.34309,0.0883384,0.224313
0.5,skewed2,1.63099,0.119862,0.109343,0.245067,0.224368,0.30136
0.5,skewed2,3.12443,0.0618031,0.321067,0.111782,0.0508577,0.45449
0.5,skewed2,2.36272,0.106135,0.0251135,0.0957674,0.472315,0.30067
0.5,skewed2,2.79479,0.0938005,0.370573,0.158264,0.0305082,0.346854
0.5,skewed2,2.28659,0.0216568,0.00792709,0.29103,0.47443,0.204956
0.5,skewed2,2.03036,0.233482,0.264573,0.0504584,0.0227596,0.428727
0.5,skewed2,1.9017,0.0317693,0.0846464,0.576557,0.306568,4.59797e-4
0.5,skewed2,2.30104,0.0323168,0.22468,0.513803,0.226953,0.0022463
0.5,skewed2,2.3874,0.0342547,0.220821,0.238748,0.501831,0.00434423
0.5,skewed2,0.868086,0.110788,0.149463,0.584486,0.148912,0.00635131
0.5,skewed2,2.1568,0.168924,0.295244,0.261116,0.181007,0.0937085
0.5,skewed2,1.35029,0.320344,0.156203,0.351906,0.0963559,0.0751915
0.5,skewed2,0.926422,0.0179586,0.382024,0.0417875,0.0619819,0.496248
0.5,skewed2,0.875856,0.0306501,0.187472,0.0780931,0.268647,0.435137
0.5,skewed2,3.2926,0.0642063,0.132075,0.472726,0.0200103,0.310983
0.5,skewed2,3.70324,0.061692,0.0795232,0.517933,0.0380911,0.30276
0.5,skewed2,1.03066,0.110792,0.0372695,0.173964,0.213866,0.464109
0.5,skewed2,2.8889,0.15418,0.0106549,0.211135,0.400387,0.223643
0.5,skewed2,0.76685,0.0121527,0.662106,0.177603,0.0514762,0.0966616
0.5,skewed2,3.55482,0.088829,0.0313666,0.0983332,0.244819,0.536652
0.5,skewed2,1.80656,0.0618091,0.159742,0.262886,0.151464,0.364099
0.5,skewed2,2.58966,0.036226,0.202097,0.270159,0.182142,0.309375
0.5,skewed2,4.40552,0.0182855,0.132423,0.134948,0.216411,0.497933
0.5,skewed2,0.693331,0.267525,0.173898,0.146541,0.286324,0.125712
0.5,skewed2,1.64731,0.105427,0.554978,0.0557257,0.0559447,0.227925
0.5,skewed2,1.19207,0.16873,0.081335,0.127357,0.113559,0.509019
0.5,skewed2,1.93248,0.0267219,0.436586,0.0676707,0.0870208,0.382001
0.5,skewed2,2.45366,0.20737,0.0675103,0.476923,0.144299,0.103898
0.5,skewed2,2.18718,0.0610136,0.0871178,0.508451,0.198291,0.145126
0.5,skewed2,3.20919,0.046855,0.00894305,0.122175,0.177656,0.644371
0.5,skewed2,1.18824,0.164896,0.0126037,0.112001,0.26366,0.446839
0.5,skewed2,2.05814,0.212935,0.406682,0.0565683,0.134796,0.189019
0.5,skewed2,1.90659,0.0222334,0.0258865,0.0382978,0.2128,0.700782
0.5,skewed2,2.64467,0.0843098,0.380554,0.219759,0.13647,0.178908
0.5,skewed2,1.49721,0.175176,0.0858929,0.229438,0.283437,0.226055
0.5,skewed2,2.97828,0.0198996,0.340296,0.172088,0.153589,0.314127
0.5,skewed2,0.904329,0.0484292,0.168128,0.437718,0.0557197,0.290005
0.5,skewed2,2.4997,0.109343,0.0359095,0.169466,0.367682,0.317599
0.5,skewed2,1.62871,0.00428779,0.185433,0.272602,0.0974573,0.44022
0.5,skewed2,0.542582,0.544164,0.115297,0.057637,0.168078,0.114824
0.5,skewed2,0.635889,0.378764,0.204186,0.0791835,0.119149,0.218718
0.5,skewed2,1.14999,0.199705,0.424365,0.252111,0.0679371,0.055882
0.5,skewed2,0.537509,0.164233,0.112128,0.185109,0.34955,0.188981
0.5,skewed2,3.27101,0.00227932,0.0381124,0.603801,0.0246764,0.331131
0.5,skewed2,1.19419,0.2831,0.0126695,0.196565,0.439946,0.0677203
0.5,skewed2,2.85171,0.0666981,0.164831,0.291792,0.163089,0.313591
0.5,skewed2,2.14065,0.11676,0.00362436,0.234283,0.290405,0.354928
0.5,skewed2,0.974684,0.107113,7.73794e-4,0.141164,0.323322,0.427627
0.5,skewed2,1.19694,0.379922,0.0012491,0.0430668,0.0604343,0.515328
0.5,skewed2,3.6071,0.0198468,0.274103,0.471137,0.0990378,0.135876
0.5,skewed2,3.32376,0.205215,0.0681084,0.113457,0.300285,0.312935
0.5,skewed2,3.36162,0.0193632,0.0247033,0.263676,0.152774,0.539484
0.5,skewed2,2.36067,0.0267976,0.245257,0.375294,0.178965,0.173686
0.5,skewed2,3.04349,0.00893472,0.179415,0.330963,0.105764,0.374923
0.5,skewed2,2.121,0.0133585,0.0900041,0.29720800000000003,0.337848,0.261582
0.5,skewed2,1.72732,0.0138675,0.470165,0.192016,0.0812133,0.242738
0.5,skewed2,1.44389,0.0924714,0.191573,0.198253,0.146304,0.371398
0.5,skewed2,3.23768,0.029271,0.0470261,0.0594261,0.107358,0.756919
0.5,skewed2,2.44523,0.0367469,0.0579245,0.323262,0.0138741,0.568192
0.5,skewed2,1.97986,0.22468,0.0553036,0.0888691,0.0230299,0.608118
0.5,skewed2,3.42956,0.0189664,0.20937,0.570956,0.0155354,0.185172
0.5,skewed2,1.95511,0.0277128,0.130582,0.447495,0.0485355,0.345675
0.5,skewed2,2.11635,0.0313237,0.100942,0.548804,0.0281933,0.290737
0.5,skewed2,2.96141,0.0674936,0.105794,0.240149,0.524264,0.0622991
0.5,skewed2,2.91956,0.280444,0.0954312,0.0461636,0.280335,0.297626
0.5,skewed2,3.3778,0.0637248,0.236358,0.054089,0.185184,0.460645
0.5,skewed2,1.33649,0.0630037,0.0800077,0.183011,0.203683,0.470294
0.5,skewed2,2.87131,0.21599,0.235625,0.151903,0.0899212,0.306561
0.5,skewed2,1.50683,0.0213484,0.00901949,0.151907,0.341038,0.476687
0.5,skewed2,1.24878,0.0188723,0.022542,0.0739611,0.62913,0.25549500000000003
0.5,skewed2,1.97606,0.0410799,0.635121,0.0881331,0.0445533,0.191113
0.5,skewed2,0.975595,0.0205668,0.617057,0.171997,0.133528,0.0568516
0.5,skewed2,1.06154,0.0629962,0.45447,0.302118,0.0677479,0.112668
0.5,skewed2,3.12064,0.0464222,0.0224121,0.0940676,0.359882,0.477216
0.5,skewed2,2.03089,0.158899,0.394151,0.230759,0.0512005,0.164991
0.5,skewed2,1.37756,0.0909799,0.0817154,0.158055,0.23963,0.429619
0.5,skewed2,3.97691,0.0880831,0.129396,0.216504,0.17363,0.392386
0.5,skewed2,4.17368,0.136866,0.0995726,0.395169,0.00530647,0.363086
0.5,skewed2,0.694109,0.021438,0.342503,0.141475,0.47455,0.020033
0.5,skewed2,1.87355,0.228813,0.310969,0.287096,0.00566144,0.167461
0.5,skewed2,2.18309,0.136449,0.275724,0.308466,0.00823345,0.271127
0.5,skewed2,1.46864,0.0632561,0.333848,0.196672,0.0241434,0.382081
0.5,skewed2,1.4574,0.0765029,0.331559,0.172645,0.0126543,0.406639
0.5,skewed2,3.41128,0.0836918,0.0823534,0.2932,0.386547,0.154208
0.5,skewed2,3.21186,0.014979,0.233573,0.428218,0.0916204,0.231609
0.5,skewed2,1.42422,0.0468328,0.203154,0.110401,0.177279,0.462333
0.5,skewed2,1.43215,0.221143,0.253066,0.276208,0.135084,0.114499
0.5,skewed2,2.21725,0.0255667,0.0944476,0.390472,0.15979,0.329723
0.5,skewed2,2.67883,0.0710122,0.0786452,0.199732,0.192571,0.458039
0.5,skewed2,2.69409,0.0153253,0.0716079,0.391105,0.191167,0.330795
0.5,skewed2,1.24886,0.273603,0.148724,0.222029,0.168359,0.187286
0.5,skewed2,1.72363,0.0104523,0.0428884,0.46879,0.0769032,0.400966
0.5,skewed2,2.87331,0.141746,0.00608251,0.370801,0.181018,0.300353
0.5,skewed2,2.95698,0.0182142,0.00238369,0.292455,0.147523,0.539424
0.5,skewed2,1.43438,0.180711,0.0523893,0.426407,0.117643,0.22285
0.5,skewed2,1.85516,0.112079,0.073437,0.310405,0.11658,0.387499
0.5,skewed2,2.18181,0.105617,0.0442398,0.537593,0.26711,0.04544
0.5,skewed2,1.90546,0.117719,0.277383,0.356856,0.0497075,0.198334
0.5,skewed2,2.60819,0.0838593,0.100016,0.168306,0.329998,0.317821
0.5,skewed2,2.60123,0.088559,0.207066,0.237763,0.0792998,0.387312
0.5,skewed2,2.60123,0.088559,0.207066,0.237763,0.0792998,0.387312
0.5,skewed2,2.47457,0.173132,0.293597,0.177178,0.025782,0.330311
0.5,skewed2,1.79852,0.0483389,0.0180534,0.0572494,0.840161,0.0361971
0.5,skewed2,2.77487,0.0380622,0.0688768,0.660042,0.00179533,0.231224
0.5,skewed2,1.46528,0.0126562,0.48766,0.0981983,0.288064,0.113421
0.5,skewed2,1.11863,0.00201298,0.416158,0.235982,0.244434,0.101414
0.5,skewed2,1.93496,6.89973e-4,0.314074,0.460296,0.158632,0.066308
0.5,skewed2,1.96596,6.06451e-4,0.0551093,0.422556,0.0942325,0.427496
0.5,skewed2,1.76897,0.104594,0.376772,0.0975738,0.25606,0.165001
0.5,skewed2,1.49378,0.142553,0.256842,0.133716,0.11327,0.35362
0.5,skewed2,2.95157,0.0521349,0.203338,0.384899,0.139169,0.22046
0.5,skewed2,1.6961,0.0955814,0.113729,0.222112,0.13948,0.429098
0.5,skewed2,2.96764,0.0568533,0.272949,0.178555,0.0924691,0.399174
0.5,skewed2,2.15402,0.108925,0.213121,0.0804516,0.142298,0.455205
0.5,skewed2,2.47344,0.0792603,0.141706,0.0933074,0.0624031,0.623323
0.5,skewed2,3.53743,0.0171214,0.017723,0.297225,0.0350483,0.632882
0.5,skewed2,0.593457,0.189965,0.296913,0.207779,0.2839,0.0214431
0.5,skewed2,1.44775,0.0502206,0.395546,0.332661,0.0683542,0.153218
0.5,skewed2,3.46527,0.0189836,0.0761496,0.416021,0.00676204,0.482083
0.5,skewed2,4.01057,0.0370867,0.181235,0.335277,0.131444,0.314957
0.5,skewed2,4.03811,0.0389248,0.137476,0.444072,0.0801679,0.29936
0.5,skewed2,2.50788,0.0490335,0.138903,0.0154184,0.294698,0.501947
0.5,skewed2,2.3926,0.0955309,0.215487,0.03967,0.203084,0.446228
0.5,skewed2,1.70868,0.0889233,0.143709,0.446353,0.107855,0.213159
0.5,skewed2,1.7133,0.0195042,0.149052,0.0525664,0.258025,0.520852
0.5,skewed2,2.86986,0.0446763,0.101629,0.271757,0.375306,0.206632
0.5,skewed2,3.16299,0.0675083,0.026049,0.21797,0.0231163,0.665357
0.5,skewed2,1.54682,0.108847,0.150665,0.212999,0.0963887,0.4311
0.5,skewed2,1.22489,0.17173,0.159149,0.352275,0.056061,0.260785
0.5,skewed2,0.731784,0.00788896,0.731534,0.161368,0.0701929,0.0290157
0.5,skewed2,1.28322,0.0116928,0.520175,0.279119,0.0997946,0.089218
0.5,skewed2,1.16138,0.0450286,0.244901,0.14051,0.365579,0.203982
0.5,skewed2,2.66833,0.133872,0.198178,0.0731989,0.0784466,0.516304
0.5,skewed2,1.0788,0.103909,0.105969,0.580671,0.0914069,0.118044
0.5,skewed2,1.29723,0.114873,0.213639,0.389182,0.0656828,0.216623
0.5,skewed2,1.59125,0.0877406,0.277659,0.336438,0.0893357,0.208826
0.5,skewed2,3.41172,0.0833894,0.0962499,0.216409,0.251314,0.352638
0.5,skewed2,2.92454,0.0639595,0.0824243,0.285533,0.24054,0.327543
0.5,skewed2,1.61676,0.177286,0.29912300000000003,0.113458,0.168965,0.241167
0.5,skewed2,1.69164,0.105078,0.258134,0.183419,0.27361,0.179759
0.5,skewed2,2.54688,0.152947,0.356591,0.215304,0.0778722,0.197285
0.5,skewed2,1.7667,0.0750262,0.407165,0.166013,0.252085,0.099712
0.5,skewed2,0.462043,0.169746,0.22248,0.12798,0.283574,0.19622
0.5,skewed2,2.11908,0.0364341,0.321568,0.0102573,0.283903,0.347838
0.5,skewed2,1.73566,0.168532,0.180357,0.0896393,0.252636,0.308836
0.5,skewed2,1.71318,0.115531,0.154631,0.101458,0.328692,0.299688
0.5,skewed2,3.16025,0.0510554,0.138016,0.180098,0.14056,0.490272
0.5,skewed2,2.05875,0.0139247,0.223461,0.427123,0.159862,0.175629
0.5,skewed2,2.52555,0.147648,0.204258,0.279428,0.0993904,0.269276
0.5,skewed2,4.28922,0.027966,0.0769609,0.343921,0.326414,0.224738
0.5,skewed2,3.17406,0.118863,0.157765,0.272474,0.0681547,0.382744
0.5,skewed2,1.78756,0.02013,0.0709067,0.455902,0.269103,0.183958
0.5,skewed2,2.39096,0.245337,0.0777927,0.0404321,0.0575077,0.57893
0.5,skewed2,3.1895,0.0317332,0.276363,0.139907,0.436936,0.11506
0.5,skewed2,1.70371,0.240867,0.101417,0.160379,0.047423,0.449913
0.5,skewed2,1.70368,0.0771939,0.12856,0.426236,0.286064,0.0819453
0.5,skewed2,1.91895,0.161155,0.316531,0.0636116,0.0627276,0.395974
0.5,skewed2,2.45498,0.0543937,0.144985,0.101211,0.172526,0.526884
0.5,skewed2,2.61211,0.0512005,0.313705,0.147194,0.0868431,0.401058
0.5,skewed2,1.79082,0.0265756,0.271212,0.163675,0.192039,0.346498
0.5,skewed2,2.83472,0.127588,0.0228659,0.303376,0.214077,0.332093
0.5,skewed2,2.44295,0.0405758,0.314051,0.224398,0.0826547,0.338321
0.5,skewed2,1.24327,0.0907509,0.0738479,0.12353600000000001,0.115659,0.596206
0.5,skewed2,1.66244,0.268122,0.177673,0.0834459,0.0588047,0.411954
0.5,skewed2,2.46652,0.016616,0.0208301,0.234005,0.220844,0.507705
0.5,skewed2,3.16773,0.172353,0.316202,0.241906,0.0756211,0.193918
0.5,skewed2,2.44569,0.0441083,0.0661211,0.591411,0.162174,0.136185
0.5,skewed2,2.28924,0.119503,0.0179924,0.0621591,0.140534,0.659811
0.5,skewed2,2.32775,0.0440929,0.0426895,0.610287,0.1356,0.167331
0.5,skewed2,1.00086,0.129717,0.112812,0.090861,0.099458,0.567153
0.5,skewed2,0.677558,0.171335,0.127616,0.0717698,0.0991463,0.530133
0.5,skewed2,3.60943,0.0749168,0.0455803,0.592637,0.160267,0.126599
