trial,sim_response,danger_col,correct,performance,c,w,agent,feat_1,feat_2,feat_3,feat_4,feat_5
47,1,0,0,0.7659574468085106,2,skewed1,2,0,1,1,0,0
48,0,0,1,0.7708333333333334,2,skewed1,2,0,0,0,0,1
49,1,1,1,0.7755102040816326,2,skewed1,2,1,1,0,0,1
50,1,0,0,0.76,2,skewed1,2,0,1,0,1,1
51,1,0,0,0.7450980392156863,2,skewed1,2,1,0,0,0,0
52,0,0,1,0.75,2,skewed1,2,0,0,1,0,1
53,1,0,0,0.7358490566037735,2,skewed1,2,1,0,0,1,1
54,0,0,1,0.7407407407407407,2,skewed1,2,0,1,1,0,0
55,0,0,1,0.7454545454545455,2,skewed1,2,0,0,0,0,1
56,1,0,0,0.7321428571428571,2,skewed1,2,1,0,0,0,1
57,1,0,0,0.7192982456140351,2,skewed1,2,0,0,0,0,0
58,0,0,1,0.7241379310344828,2,skewed1,2,0,0,1,1,0
59,1,0,0,0.711864406779661,2,skewed1,2,1,0,0,0,1
60,0,0,1,0.7166666666666667,2,skewed1,2,0,1,0,0,0
61,0,0,1,0.7213114754098361,2,skewed1,2,0,0,0,1,1
62,0,0,1,0.7258064516129032,2,skewed1,2,1,0,1,0,1
63,0,0,1,0.7301587301587301,2,skewed1,2,0,1,1,1,0
64,1,0,0,0.71875,2,skewed1,2,0,1,1,0,1
65,0,0,1,0.7230769230769231,2,skewed1,2,0,1,0,0,0
66,1,0,0,0.7121212121212122,2,skewed1,2,1,0,1,1,1
67,0,0,1,0.7164179104477612,2,skewed1,2,0,1,0,1,0
68,1,1,1,0.7205882352941176,2,skewed1,2,1,1,1,0,1
69,1,1,1,0.7246376811594203,2,skewed1,2,1,1,1,0,0
70,0,0,1,0.7285714285714285,2,skewed1,2,0,0,1,0,0
71,0,0,1,0.7323943661971831,2,skewed1,2,0,0,0,1,1
72,0,0,1,0.7361111111111112,2,skewed1,2,0,1,1,1,0
73,1,1,1,0.7397260273972602,2,skewed1,2,1,1,0,1,0
74,0,0,1,0.7432432432432432,2,skewed1,2,1,0,0,1,1
75,0,1,0,0.7333333333333333,2,skewed1,2,1,1,0,1,0
76,1,0,0,0.7236842105263158,2,skewed1,2,0,1,1,1,1
77,1,0,0,0.7142857142857143,2,skewed1,2,0,0,1,1,1
78,1,1,1,0.717948717948718,2,skewed1,2,1,1,0,1,0
79,0,0,1,0.7215189873417721,2,skewed1,2,0,0,0,1,0
80,0,0,1,0.725,2,skewed1,2,0,1,1,1,0
81,1,1,1,0.7283950617283951,2,skewed1,2,1,1,0,1,1
82,0,0,1,0.7317073170731707,2,skewed1,2,0,1,1,0,1
83,0,0,1,0.7349397590361446,2,skewed1,2,0,0,1,0,0
84,0,0,1,0.7380952380952381,2,skewed1,2,1,0,1,0,1
85,1,0,0,0.7294117647058823,2,skewed1,2,1,0,1,1,0
86,0,0,1,0.7325581395348837,2,skewed1,2,0,0,0,0,0
87,1,1,1,0.735632183908046,2,skewed1,2,1,1,0,0,0
88,1,0,0,0.7272727272727273,2,skewed1,2,0,1,0,1,0
89,1,1,1,0.7303370786516854,2,skewed1,2,1,1,1,1,1
90,1,0,0,0.7222222222222222,2,skewed1,2,1,0,1,0,1
91,0,0,1,0.7252747252747253,2,skewed1,2,0,1,0,1,0
92,1,1,1,0.7282608695652174,2,skewed1,2,1,1,1,1,0
93,1,0,0,0.7204301075268817,2,skewed1,2,0,1,0,0,0
94,0,0,1,0.723404255319149,2,skewed1,2,1,0,0,0,1
95,0,0,1,0.7263157894736842,2,skewed1,2,0,0,1,1,1
96,0,0,1,0.7291666666666666,2,skewed1,2,0,1,1,0,0
1,1,0,0,0,2,skewed2,2,0,0,0,1,0
2,1,0,0,0,2,skewed2,2,0,1,1,0,0
3,0,0,1,0.3333333333333333,2,skewed2,2,1,0,1,1,0
4,0,0,1,0.5,2,skewed2,2,0,1,0,0,1
5,1,0,0,0.4,2,skewed2,2,1,0,0,0,0
6,0,0,1,0.5,2,skewed2,2,0,1,0,1,0
7,1,0,0,0.42857142857142855,2,skewed2,2,1,0,1,1,1
8,1,0,0,0.375,2,skewed2,2,1,0,1,1,1
9,1,0,0,0.3333333333333333,2,skewed2,2,1,0,0,1,1
10,0,1,0,0.3,2,skewed2,2,1,1,0,0,0
11,0,0,1,0.36363636363636365,2,skewed2,2,0,1,1,1,1
12,1,1,1,0.4166666666666667,2,skewed2,2,1,1,0,0,0
13,0,1,0,0.38461538461538464,2,skewed2,2,1,1,1,0,1
14,1,0,0,0.35714285714285715,2,skewed2,2,1,0,1,0,1
15,0,0,1,0.4,2,skewed2,2,0,1,1,0,1
16,0,1,0,0.375,2,skewed2,2,1,1,1,1,0
17,0,0,1,0.4117647058823529,2,skewed2,2,0,0,1,1,1
18,1,0,0,0.3888888888888889,2,skewed2,2,1,0,1,0,0
19,0,1,0,0.3684210526315789,2,skewed2,2,1,1,0,0,1
20,0,0,1,0.4,2,skewed2,2,0,0,1,0,0
21,1,0,0,0.38095238095238093,2,skewed2,2,0,1,1,0,1
22,1,0,0,0.36363636363636365,2,skewed2,2,1,0,0,0,0
23,1,0,0,0.34782608695652173,2,skewed2,2,0,0,0,1,0
24,1,0,0,0.3333333333333333,2,skewed2,2,0,1,0,1,1
25,0,0,1,0.36,2,skewed2,2,0,0,1,1,1
26,0,0,1,0.38461538461538464,2,skewed2,2,1,0,0,1,0
27,0,0,1,0.4074074074074074,2,skewed2,2,0,0,0,0,1
28,1,0,0,0.39285714285714285,2,skewed2,2,1,0,1,0,1
29,1,1,1,0.41379310344827586,2,skewed2,2,1,1,1,1,1
30,0,1,0,0.4,2,skewed2,2,1,1,1,1,0
31,1,0,0,0.3870967741935484,2,skewed2,2,1,0,1,0,1
32,1,0,0,0.375,2,skewed2,2,1,0,0,0,0
33,0,0,1,0.3939393939393939,2,skewed2,2,0,0,0,0,0
34,0,0,1,0.4117647058823529,2,skewed2,2,1,0,1,0,0
35,1,1,1,0.42857142857142855,2,skewed2,2,1,1,1,1,0
36,1,1,1,0.4444444444444444,2,skewed2,2,1,1,0,0,1
37,0,0,1,0.4594594594594595,2,skewed2,2,0,0,1,0,0
38,0,1,0,0.4473684210526316,2,skewed2,2,1,1,1,0,1
39,1,0,0,0.4358974358974359,2,skewed2,2,0,0,1,0,0
40,1,0,0,0.425,2,skewed2,2,0,1,0,1,1
41,1,1,1,0.43902439024390244,2,skewed2,2,1,1,0,0,0
42,0,0,1,0.4523809523809524,2,skewed2,2,0,0,0,1,1
43,0,0,1,0.46511627906976744,2,skewed2,2,0,0,1,1,0
44,0,0,1,0.4772727272727273,2,skewed2,2,0,1,0,1,0
45,1,1,1,0.4888888888888889,2,skewed2,2,1,1,1,0,1
46,1,0,0,0.4782608695652174,2,skewed2,2,0,0,1,0,1
47,0,0,1,0.48936170212765956,2,skewed2,2,0,1,1,0,1
48,0,1,0,0.4791666666666667,2,skewed2,2,1,1,0,1,0
49,0,0,1,0.4897959183673469,2,skewed2,2,0,1,1,0,0
50,1,1,1,0.5,2,skewed2,2,1,1,1,0,0
51,1,0,0,0.49019607843137253,2,skewed2,2,0,1,0,0,0
52,0,0,1,0.5,2,skewed2,2,0,0,0,1,1
53,1,0,0,0.49056603773584906,2,skewed2,2,0,0,0,0,0
54,0,0,1,0.5,2,skewed2,2,0,1,1,1,0
55,1,1,1,0.509090909090909,2,skewed2,2,1,1,1,0,0
56,0,1,0,0.5,2,skewed2,2,1,1,0,1,1
57,1,0,0,0.49122807017543857,2,skewed2,2,1,0,1,0,0
58,1,0,0,0.4827586206896552,2,skewed2,2,1,0,1,1,1
59,0,0,1,0.4915254237288136,2,skewed2,2,1,0,0,1,1
60,1,0,0,0.48333333333333334,2,skewed2,2,0,1,1,1,0
61,1,0,0,0.47540983606557374,2,skewed2,2,1,0,0,0,1
62,0,0,1,0.4838709677419355,2,skewed2,2,0,1,0,0,1
63,1,0,0,0.47619047619047616,2,skewed2,2,0,0,1,0,1
64,1,0,0,0.46875,2,skewed2,2,0,1,0,1,0
65,0,0,1,0.47692307692307695,2,skewed2,2,0,0,0,0,1
66,0,0,1,0.48484848484848486,2,skewed2,2,0,0,0,1,1
67,0,0,1,0.4925373134328358,2,skewed2,2,0,0,1,0,1
68,0,0,1,0.5,2,skewed2,2,0,1,1,1,1
69,1,1,1,0.5072463768115942,2,skewed2,2,1,1,1,1,1
70,1,1,1,0.5142857142857142,2,skewed2,2,1,1,0,1,0
71,1,0,0,0.5070422535211268,2,skewed2,2,0,1,1,0,0
72,1,1,1,0.5138888888888888,2,skewed2,2,1,1,0,1,1
73,0,0,1,0.5205479452054794,2,skewed2,2,0,1,0,1,1
74,0,0,1,0.527027027027027,2,skewed2,2,1,0,0,0,1
75,0,0,1,0.5333333333333333,2,skewed2,2,0,0,1,1,0
76,0,0,1,0.5394736842105263,2,skewed2,2,0,0,0,0,0
77,0,0,1,0.5454545454545454,2,skewed2,2,0,0,0,1,0
78,1,0,0,0.5384615384615384,2,skewed2,2,0,1,1,1,0
79,0,0,1,0.5443037974683544,2,skewed2,2,1,0,0,0,1
80,0,0,1,0.55,2,skewed2,2,1,0,0,1,0
81,1,0,0,0.5432098765432098,2,skewed2,2,1,0,1,1,0
82,0,0,1,0.5487804878048781,2,skewed2,2,0,1,1,1,1
83,0,1,0,0.54216867469879515,2,skewed2,2,1,1,1,0,0
84,1,1,1,0.5476190476190477,2,skewed2,2,1,1,0,0,1
85,1,0,0,0.5411764705882353,2,skewed2,2,1,0,1,1,0
86,0,0,1,0.5465116279069767,2,skewed2,2,0,0,0,0,1
87,1,0,0,0.5402298850574713,2,skewed2,2,0,1,0,0,0
88,0,0,1,0.5454545454545454,2,skewed2,2,0,1,0,0,0
89,0,0,1,0.550561797752809,2,skewed2,2,1,0,0,1,1
90,0,0,1,0.5555555555555556,2,skewed2,2,1,0,0,1,0
91,1,0,0,0.5494505494505495,2,skewed2,2,0,0,1,1,0
92,0,0,1,0.5543478260869565,2,skewed2,2,0,0,1,1,1
93,1,0,0,0.5483870967741935,2,skewed2,2,0,1,0,0,1
94,1,1,1,0.5531914893617021,2,skewed2,2,1,1,1,1,1
95,1,1,1,0.5578947368421052,2,skewed2,2,1,1,0,1,1
96,0,1,0,0.5520833333333334,2,skewed2,2,1,1,0,1,0
1,0,0,1,1,2.5,equal,2,0,0,0,0,0
2,1,0,0,0.5,2.5,equal,2,1,0,0,0,0
3,0,0,1,0.6666666666666666,2.5,equal,2,1,0,0,1,0
4,1,1,1,0.75,2.5,equal,2,1,1,1,1,0
5,0,1,0,0.6,2.5,equal,2,1,1,1,1,0
6,1,1,1,0.6666666666666666,2.5,equal,2,1,1,1,1,1
7,0,0,1,0.7142857142857143,2.5,equal,2,0,0,1,0,1
8,1,0,0,0.625,2.5,equal,2,1,0,1,1,1
9,1,0,0,0.5555555555555556,2.5,equal,2,0,1,0,1,0
10,1,1,1,0.6,2.5,equal,2,1,1,1,0,0
11,1,1,1,0.6363636363636364,2.5,equal,2,1,1,1,1,1
12,0,0,1,0.6666666666666666,2.5,equal,2,0,1,1,0,0
13,1,0,0,0.6153846153846154,2.5,equal,2,0,1,1,0,0
14,1,0,0,0.5714285714285714,2.5,equal,2,0,0,0,1,1
15,0,0,1,0.6,2.5,equal,2,0,0,0,0,1
16,0,0,1,0.625,2.5,equal,2,0,0,0,0,0
17,0,1,0,0.5882352941176471,2.5,equal,2,1,1,0,1,0
18,0,0,1,0.6111111111111112,2.5,equal,2,0,0,1,0,0
19,1,0,0,0.5789473684210527,2.5,equal,2,0,1,1,1,1
20,1,0,0,0.55,2.5,equal,2,1,0,0,1,0
21,0,0,1,0.5714285714285714,2.5,equal,2,1,0,1,0,1
22,0,0,1,0.5909090909090909,2.5,equal,2,0,1,0,0,0
23,1,0,0,0.5652173913043478,2.5,equal,2,0,1,1,1,0
24,0,1,0,0.5416666666666666,2.5,equal,2,1,1,1,0,0
25,1,0,0,0.52,2.5,equal,2,1,0,1,1,1
26,0,0,1,0.5384615384615384,2.5,equal,2,0,0,1,1,1
27,0,0,1,0.5555555555555556,2.5,equal,2,0,1,1,1,0
28,1,0,0,0.5357142857142857,2.5,equal,2,0,1,0,1,1
29,1,1,1,0.5517241379310345,2.5,equal,2,1,1,0,1,1
30,1,0,0,0.5333333333333333,2.5,equal,2,1,0,1,1,0
31,0,0,1,0.5483870967741935,2.5,equal,2,0,0,1,0,0
32,0,0,1,0.5625,2.5,equal,2,0,0,1,0,0
33,0,0,1,0.5757575757575758,2.5,equal,2,1,0,0,0,0
34,1,0,0,0.5588235294117647,2.5,equal,2,1,0,1,0,1
35,1,0,0,0.5428571428571428,2.5,equal,2,1,0,0,1,0
36,1,0,0,0.5277777777777778,2.5,equal,2,1,0,0,1,1
37,0,0,1,0.5405405405405406,2.5,equal,2,1,0,0,0,1
38,0,0,1,0.5526315789473685,2.5,equal,2,1,0,0,0,1
39,0,0,1,0.5641025641025641,2.5,equal,2,1,0,0,1,1
40,0,0,1,0.575,2.5,equal,2,0,0,1,1,0
41,0,0,1,0.5853658536585366,2.5,equal,2,0,1,0,1,1
42,0,0,1,0.5952380952380952,2.5,equal,2,1,0,1,0,0
43,1,0,0,0.5813953488372093,2.5,equal,2,0,1,0,0,1
44,0,0,1,0.5909090909090909,2.5,equal,2,0,0,0,1,0
45,1,0,0,0.5777777777777777,2.5,equal,2,1,0,1,1,1
46,0,0,1,0.5869565217391305,2.5,equal,2,0,0,1,0,1
47,1,0,0,0.574468085106383,2.5,equal,2,1,0,1,0,0
48,1,0,0,0.5625,2.5,equal,2,0,0,1,1,1
49,0,1,0,0.5510204081632653,2.5,equal,2,1,1,1,0,1
50,0,0,1,0.56,2.5,equal,2,0,0,0,1,1
51,0,0,1,0.5686274509803921,2.5,equal,2,0,1,1,1,1
52,1,1,1,0.5769230769230769,2.5,equal,2,1,1,0,1,1
53,1,0,0,0.5660377358490566,2.5,equal,2,1,0,1,0,1
54,0,0,1,0.5740740740740741,2.5,equal,2,0,1,1,0,1
55,0,1,0,0.5636363636363636,2.5,equal,2,1,1,0,1,0
56,1,0,0,0.5535714285714286,2.5,equal,2,0,0,0,0,1
57,1,1,1,0.5614035087719298,2.5,equal,2,1,1,0,0,1
58,0,0,1,0.5689655172413793,2.5,equal,2,0,1,1,0,1
59,1,1,1,0.576271186440678,2.5,equal,2,1,1,1,1,0
60,1,1,1,0.5833333333333334,2.5,equal,2,1,1,1,1,1
61,1,0,0,0.5737704918032787,2.5,equal,2,0,0,0,1,0
62,0,0,1,0.5806451612903226,2.5,equal,2,0,1,0,0,0
63,1,1,1,0.5873015873015873,2.5,equal,2,1,1,0,0,0
64,1,0,0,0.578125,2.5,equal,2,0,0,0,0,0
65,1,0,0,0.5692307692307692,2.5,equal,2,0,0,1,1,0
66,0,0,1,0.5757575757575758,2.5,equal,2,0,1,1,1,0
67,1,1,1,0.582089552238806,2.5,equal,2,1,1,0,0,0
68,0,0,1,0.5882352941176471,2.5,equal,2,0,1,1,0,0
69,1,1,1,0.5942028985507246,2.5,equal,2,1,1,1,0,1
70,0,0,1,0.6,2.5,equal,2,1,0,0,1,1
71,0,0,1,0.6056338028169014,2.5,equal,2,1,0,1,1,0
72,0,0,1,0.6111111111111112,2.5,equal,2,0,1,1,1,1
73,1,1,1,0.6164383561643836,2.5,equal,2,1,1,0,1,1
74,0,1,0,0.6081081081081081,2.5,equal,2,1,1,0,1,0
75,0,0,1,0.6133333333333333,2.5,equal,2,0,1,0,0,1
76,0,1,0,0.6052631578947368,2.5,equal,2,1,1,0,0,1
77,0,0,1,0.6103896103896104,2.5,equal,2,0,0,0,1,0
78,0,0,1,0.6153846153846154,2.5,equal,2,1,0,1,1,0
79,0,0,1,0.620253164556962,2.5,equal,2,0,0,1,1,0
80,0,0,1,0.625,2.5,equal,2,0,1,0,0,0
81,0,0,1,0.6296296296296297,2.5,equal,2,0,1,0,1,0
82,0,0,1,0.6341463414634146,2.5,equal,2,1,0,1,0,0
83,0,0,1,0.6385542168674698,2.5,equal,2,0,1,0,1,0
84,0,0,1,0.6428571428571429,2.5,equal,2,0,1,0,1,1
85,0,0,1,0.6470588235294118,2.5,equal,2,0,0,1,0,1
86,0,1,0,0.6395348837209303,2.5,equal,2,1,1,1,0,1
87,0,0,1,0.6436781609195402,2.5,equal,2,0,0,1,1,1
88,1,0,0,0.6363636363636364,2.5,equal,2,1,0,0,0,1
89,0,0,1,0.6404494382022472,2.5,equal,2,1,0,0,0,0
90,1,1,1,0.6444444444444445,2.5,equal,2,1,1,0,0,0
91,0,0,1,0.6483516483516484,2.5,equal,2,0,0,0,0,1
92,0,1,0,0.6413043478260869,2.5,equal,2,1,1,1,0,0
93,1,0,0,0.6344086021505376,2.5,equal,2,0,0,0,1,1
94,1,1,1,0.6382978723404256,2.5,equal,2,1,1,0,0,1
95,0,0,1,0.6421052631578947,2.5,equal,2,0,1,0,0,1
96,0,0,1,0.6458333333333334,2.5,equal,2,0,1,1,0,1
1,0,0,1,1,2.5,skewed1,2,0,0,1,0,1
2,0,0,1,1,2.5,skewed1,2,1,0,0,0,1
3,0,0,1,1,2.5,skewed1,2,1,0,0,1,1
4,1,1,1,1,2.5,skewed1,2,1,1,1,0,1
5,0,0,1,1,2.5,skewed1,2,0,1,0,0,1
6,0,0,1,1,2.5,skewed1,2,1,0,1,1,1
7,0,0,1,1,2.5,skewed1,2,0,0,1,1,0
8,1,0,0,0.875,2.5,skewed1,2,0,1,1,1,1
9,0,0,1,0.8888888888888888,2.5,skewed1,2,0,0,0,1,1
10,1,1,1,0.9,2.5,skewed1,2,1,1,1,1,0
11,1,0,0,0.8181818181818182,2.5,skewed1,2,0,1,0,1,0
12,1,1,1,0.8333333333333334,2.5,skewed1,2,1,1,0,1,1
13,1,0,0,0.7692307692307693,2.5,skewed1,2,1,0,0,0,0
14,0,0,1,0.7857142857142857,2.5,skewed1,2,1,0,1,1,1
15,1,1,1,0.8,2.5,skewed1,2,1,1,1,0,0
16,1,1,1,0.8125,2.5,skewed1,2,1,1,0,0,0
17,0,0,1,0.8235294117647058,2.5,skewed1,2,1,0,0,1,1
18,1,0,0,0.7777777777777778,2.5,skewed1,2,0,1,1,0,1
19,0,0,1,0.7894736842105263,2.5,skewed1,2,0,0,1,1,1
20,0,0,1,0.8,2.5,skewed1,2,0,0,0,0,0
21,0,0,1,0.8095238095238095,2.5,skewed1,2,0,0,1,0,0
22,1,1,1,0.8181818181818182,2.5,skewed1,2,1,1,1,1,0
23,0,0,1,0.8260869565217391,2.5,skewed1,2,0,0,0,0,0
24,1,1,1,0.8333333333333334,2.5,skewed1,2,1,1,0,1,0
25,0,0,1,0.84,2.5,skewed1,2,0,1,0,1,0
26,0,0,1,0.8461538461538461,2.5,skewed1,2,0,1,1,0,1
27,1,0,0,0.8148148148148148,2.5,skewed1,2,0,1,0,1,0
28,1,1,1,0.8214285714285714,2.5,skewed1,2,1,1,1,1,1
29,0,0,1,0.8275862068965517,2.5,skewed1,2,0,1,0,1,1
30,1,0,0,0.8,2.5,skewed1,2,1,0,1,0,1
31,1,1,1,0.8064516129032258,2.5,skewed1,2,1,1,0,0,1
32,0,0,1,0.8125,2.5,skewed1,2,0,0,1,1,1
33,1,1,1,0.8181818181818182,2.5,skewed1,2,1,1,0,1,0
34,0,0,1,0.8235294117647058,2.5,skewed1,2,0,0,1,0,0
35,0,0,1,0.8285714285714286,2.5,skewed1,2,0,0,0,1,1
36,0,0,1,0.8333333333333334,2.5,skewed1,2,0,0,0,1,0
37,0,1,0,0.8108108108108109,2.5,skewed1,2,1,1,0,0,1
38,0,0,1,0.8157894736842105,2.5,skewed1,2,0,1,1,1,1
39,0,0,1,0.8205128205128205,2.5,skewed1,2,1,0,0,1,0
40,1,0,0,0.8,2.5,skewed1,2,1,0,0,0,1
41,1,1,1,0.8048780487804879,2.5,skewed1,2,1,1,1,0,0
42,0,1,0,0.7857142857142857,2.5,skewed1,2,1,1,1,0,0
43,0,0,1,0.7906976744186046,2.5,skewed1,2,1,0,0,0,0
44,1,1,1,0.7954545454545454,2.5,skewed1,2,1,1,0,0,0
45,1,0,0,0.7777777777777778,2.5,skewed1,2,0,1,1,1,0
46,1,0,0,0.7608695652173914,2.5,skewed1,2,1,0,0,1,0
47,1,0,0,0.7446808510638298,2.5,skewed1,2,0,0,0,1,0
48,0,0,1,0.75,2.5,skewed1,2,0,1,1,0,0
49,0,0,1,0.7551020408163265,2.5,skewed1,2,0,0,1,0,1
50,1,1,1,0.76,2.5,skewed1,2,1,1,0,1,0
51,0,0,1,0.7647058823529411,2.5,skewed1,2,0,0,0,0,0
52,0,0,1,0.7692307692307693,2.5,skewed1,2,1,0,1,1,0
53,1,0,0,0.7547169811320755,2.5,skewed1,2,1,0,1,0,0
54,0,0,1,0.7592592592592593,2.5,skewed1,2,0,0,0,0,1
55,0,0,1,0.7636363636363637,2.5,skewed1,2,0,1,0,0,1
56,0,0,1,0.7678571428571429,2.5,skewed1,2,0,1,1,0,1
57,0,0,1,0.7719298245614035,2.5,skewed1,2,0,0,0,0,1
58,1,0,0,0.7586206896551724,2.5,skewed1,2,0,0,1,1,0
59,1,0,0,0.7457627118644068,2.5,skewed1,2,0,0,1,0,0
60,1,1,1,0.75,2.5,skewed1,2,1,1,0,1,1
61,0,0,1,0.7540983606557377,2.5,skewed1,2,0,1,1,1,1
62,1,0,0,0.7419354838709677,2.5,skewed1,2,0,1,1,0,0
63,1,1,1,0.746031746031746,2.5,skewed1,2,1,1,1,0,1
64,0,0,1,0.75,2.5,skewed1,2,1,0,0,1,1
65,0,0,1,0.7538461538461538,2.5,skewed1,2,1,0,1,0,0
66,0,0,1,0.7575757575757576,2.5,skewed1,2,0,1,1,0,0
67,1,1,1,0.7611940298507462,2.5,skewed1,2,1,1,0,0,0
68,1,0,0,0.75,2.5,skewed1,2,0,1,0,1,1
69,0,0,1,0.7536231884057971,2.5,skewed1,2,0,0,1,1,1
70,1,0,0,0.7428571428571429,2.5,skewed1,2,1,0,1,1,1
71,0,0,1,0.7464788732394366,2.5,skewed1,2,1,0,1,1,0
72,0,0,1,0.75,2.5,skewed1,2,0,0,1,0,1
73,0,0,1,0.7534246575342466,2.5,skewed1,2,0,1,1,1,0
74,1,1,1,0.7567567567567568,2.5,skewed1,2,1,1,1,1,1
75,0,0,1,0.76,2.5,skewed1,2,1,0,1,0,1
76,1,1,1,0.7631578947368421,2.5,skewed1,2,1,1,1,1,1
77,0,0,1,0.7662337662337663,2.5,skewed1,2,0,1,0,0,0
78,0,0,1,0.7692307692307693,2.5,skewed1,2,1,0,0,0,0
79,1,1,1,0.7721518987341772,2.5,skewed1,2,1,1,1,1,0
80,0,0,1,0.775,2.5,skewed1,2,1,0,1,1,0
81,1,0,0,0.7654320987654321,2.5,skewed1,2,1,0,1,0,0
82,1,0,0,0.7560975609756098,2.5,skewed1,2,1,0,1,0,1
83,0,0,1,0.7590361445783133,2.5,skewed1,2,0,1,1,1,0
84,0,0,1,0.7619047619047619,2.5,skewed1,2,0,1,0,0,1
85,0,0,1,0.7647058823529411,2.5,skewed1,2,1,0,0,1,0
86,0,0,1,0.7674418604651163,2.5,skewed1,2,0,0,0,1,1
87,1,1,1,0.7701149425287356,2.5,skewed1,2,1,1,1,0,1
88,1,1,1,0.7727272727272727,2.5,skewed1,2,1,1,0,0,1
89,1,0,0,0.7640449438202247,2.5,skewed1,2,1,0,0,0,1
90,0,1,0,0.7555555555555555,2.5,skewed1,2,1,1,0,1,1
91,1,0,0,0.7472527472527473,2.5,skewed1,2,0,0,1,1,0
92,0,0,1,0.75,2.5,skewed1,2,0,0,0,0,1
93,0,0,1,0.7526881720430108,2.5,skewed1,2,0,0,0,1,0
94,1,0,0,0.7446808510638298,2.5,skewed1,2,0,1,0,1,1
95,1,0,0,0.7368421052631579,2.5,skewed1,2,0,1,0,0,0
96,0,0,1,0.7395833333333334,2.5,skewed1,2,0,1,0,0,0
1,0,1,0,0,2.5,skewed2,2,1,1,1,1,1
2,0,0,1,0.5,2.5,skewed2,2,0,1,0,1,1
3,0,0,1,0.6666666666666666,2.5,skewed2,2,0,0,0,1,1
4,0,0,1,0.75,2.5,skewed2,2,0,1,1,0,1
5,0,1,0,0.6,2.5,skewed2,2,1,1,1,0,0
6,1,1,1,0.6666666666666666,2.5,skewed2,2,1,1,0,0,1
7,0,0,1,0.7142857142857143,2.5,skewed2,2,0,1,0,1,0
8,0,0,1,0.75,2.5,skewed2,2,0,0,0,0,0
9,1,0,0,0.6666666666666666,2.5,skewed2,2,0,0,0,1,0
10,0,0,1,0.7,2.5,skewed2,2,1,0,0,0,0
11,0,0,1,0.7272727272727273,2.5,skewed2,2,0,0,1,1,1
12,1,0,0,0.6666666666666666,2.5,skewed2,2,1,0,0,0,1
13,1,0,0,0.6153846153846154,2.5,skewed2,2,0,1,1,1,1
14,0,0,1,0.6428571428571429,2.5,skewed2,2,0,1,1,0,0
15,0,0,1,0.6666666666666666,2.5,skewed2,2,1,0,1,1,0
16,1,0,0,0.625,2.5,skewed2,2,1,0,1,1,1
17,0,0,1,0.6470588235294118,2.5,skewed2,2,0,0,1,1,0
18,1,0,0,0.6111111111111112,2.5,skewed2,2,0,1,1,0,1
19,0,1,0,0.5789473684210527,2.5,skewed2,2,1,1,1,1,1
20,0,0,1,0.6,2.5,skewed2,2,0,1,0,0,1
21,0,0,1,0.6190476190476191,2.5,skewed2,2,0,0,0,0,0
22,1,0,0,0.5909090909090909,2.5,skewed2,2,0,0,0,1,0
23,1,0,0,0.5652173913043478,2.5,skewed2,2,0,1,1,0,0
24,0,0,1,0.5833333333333334,2.5,skewed2,2,0,1,1,1,1
25,0,0,1,0.6,2.5,skewed2,2,0,0,1,0,1
26,0,0,1,0.6153846153846154,2.5,skewed2,2,1,0,1,0,0
27,0,0,1,0.6296296296296297,2.5,skewed2,2,0,1,1,1,0
28,1,0,0,0.6071428571428571,2.5,skewed2,2,0,1,1,0,1
29,0,0,1,0.6206896551724138,2.5,skewed2,2,1,0,0,0,1
30,1,0,0,0.6,2.5,skewed2,2,0,0,0,0,0
31,1,1,1,0.6129032258064516,2.5,skewed2,2,1,1,1,0,0
32,1,1,1,0.625,2.5,skewed2,2,1,1,1,0,1
33,1,1,1,0.6363636363636364,2.5,skewed2,2,1,1,1,0,0
34,1,0,0,0.6176470588235294,2.5,skewed2,2,1,0,1,1,0
35,1,0,0,0.6,2.5,skewed2,2,1,0,0,0,0
36,1,1,1,0.6111111111111112,2.5,skewed2,2,1,1,1,1,0
37,0,1,0,0.5945945945945946,2.5,skewed2,2,1,1,0,1,1
38,0,0,1,0.6052631578947368,2.5,skewed2,2,0,1,0,0,0
39,1,0,0,0.5897435897435898,2.5,skewed2,2,1,0,0,0,1
40,0,0,1,0.6,2.5,skewed2,2,1,0,1,1,1
41,1,0,0,0.5853658536585366,2.5,skewed2,2,0,0,1,0,0
42,1,0,0,0.5714285714285714,2.5,skewed2,2,0,1,0,1,0
43,0,0,1,0.5813953488372093,2.5,skewed2,2,0,1,1,1,0
44,1,1,1,0.5909090909090909,2.5,skewed2,2,1,1,0,1,1
45,1,1,1,0.6,2.5,skewed2,2,1,1,1,1,0
46,0,0,1,0.6086956521739131,2.5,skewed2,2,1,0,1,0,1
47,0,0,1,0.6170212765957447,2.5,skewed2,2,0,1,1,1,0
48,0,0,1,0.625,2.5,skewed2,2,0,1,0,0,1
49,0,0,1,0.6326530612244898,2.5,skewed2,2,0,0,1,0,1
50,1,0,0,0.62,2.5,skewed2,2,0,1,1,0,0
51,1,0,0,0.6078431372549019,2.5,skewed2,2,0,1,0,0,0
52,0,0,1,0.6153846153846154,2.5,skewed2,2,1,0,0,1,0
53,1,0,0,0.6037735849056604,2.5,skewed2,2,1,0,1,0,0
