trial,sim_response,danger_col,correct,performance,c,w,agent,feat_1,feat_2,feat_3,feat_4,feat_5
1,1,1,1,1,0.5,equal,1,1,1,0,1,1
2,1,0,0,0.5,0.5,equal,1,0,0,0,0,0
3,0,0,1,0.6666666666666666,0.5,equal,1,1,0,0,1,0
4,0,0,1,0.75,0.5,equal,1,1,0,1,1,1
5,0,0,1,0.8,0.5,equal,1,1,0,0,0,1
6,0,0,1,0.8333333333333334,0.5,equal,1,0,0,0,1,0
7,0,0,1,0.8571428571428571,0.5,equal,1,0,1,0,0,0
8,1,1,1,0.875,0.5,equal,1,1,1,0,0,1
9,1,0,0,0.7777777777777778,0.5,equal,1,0,0,1,0,1
10,0,0,1,0.8,0.5,equal,1,1,0,1,0,1
11,0,1,0,0.7272727272727273,0.5,equal,1,1,1,1,0,0
12,1,0,0,0.6666666666666666,0.5,equal,1,0,0,0,0,0
13,1,0,0,0.6153846153846154,0.5,equal,1,1,0,1,0,0
14,0,1,0,0.5714285714285714,0.5,equal,1,1,1,1,1,0
15,1,0,0,0.5333333333333333,0.5,equal,1,0,0,1,0,0
16,0,1,0,0.5,0.5,equal,1,1,1,1,0,1
17,1,0,0,0.47058823529411764,0.5,equal,1,1,0,1,0,1
18,1,0,0,0.4444444444444444,0.5,equal,1,1,0,0,1,1
19,1,1,1,0.47368421052631576,0.5,equal,1,1,1,0,1,1
20,0,1,0,0.45,0.5,equal,1,1,1,1,1,1
21,0,0,1,0.47619047619047616,0.5,equal,1,0,0,1,0,0
22,1,0,0,0.45454545454545453,0.5,equal,1,0,0,0,0,1
23,0,0,1,0.4782608695652174,0.5,equal,1,1,0,0,1,0
24,0,0,1,0.5,0.5,equal,1,1,0,0,0,1
25,1,1,1,0.52,0.5,equal,1,1,1,0,0,1
26,1,0,0,0.5,0.5,equal,1,0,1,1,0,1
27,0,0,1,0.5185185185185185,0.5,equal,1,0,0,1,0,0
28,0,1,0,0.5,0.5,equal,1,1,1,0,0,0
29,0,0,1,0.5172413793103449,0.5,equal,1,1,0,1,1,0
30,0,0,1,0.5333333333333333,0.5,equal,1,1,0,1,1,0
31,1,1,1,0.5483870967741935,0.5,equal,1,1,1,0,1,0
32,1,0,0,0.53125,0.5,equal,1,0,0,1,0,1
33,1,1,1,0.5454545454545454,0.5,equal,1,1,1,1,1,0
34,1,0,0,0.5294117647058824,0.5,equal,1,1,0,0,1,1
35,1,1,1,0.5428571428571428,0.5,equal,1,1,1,1,1,1
36,1,1,1,0.5555555555555556,0.5,equal,1,1,1,0,1,0
37,1,0,0,0.5405405405405406,0.5,equal,1,0,0,1,1,1
38,1,0,0,0.5263157894736842,0.5,equal,1,1,0,1,0,0
39,0,0,1,0.5384615384615384,0.5,equal,1,0,0,1,1,1
40,1,0,0,0.525,0.5,equal,1,0,0,0,0,1
41,0,0,1,0.5365853658536586,0.5,equal,1,0,1,0,1,0
42,0,0,1,0.5476190476190477,0.5,equal,1,0,1,1,0,1
43,0,0,1,0.5581395348837209,0.5,equal,1,0,0,0,1,1
44,1,0,0,0.5454545454545454,0.5,equal,1,0,1,1,1,1
45,1,0,0,0.5333333333333333,0.5,equal,1,0,1,1,0,1
46,0,0,1,0.5434782608695652,0.5,equal,1,0,0,1,0,1
47,0,1,0,0.5319148936170213,0.5,equal,1,1,1,0,1,0
48,1,1,1,0.5416666666666666,0.5,equal,1,1,1,1,0,0
49,1,0,0,0.5306122448979592,0.5,equal,1,0,1,0,1,1
50,0,0,1,0.54,0.5,equal,1,0,1,0,1,1
51,0,0,1,0.5490196078431373,0.5,equal,1,0,1,0,0,1
52,0,0,1,0.5576923076923077,0.5,equal,1,0,0,1,1,0
53,0,0,1,0.5660377358490566,0.5,equal,1,0,1,1,1,0
54,0,1,0,0.5555555555555556,0.5,equal,1,1,1,0,0,1
55,0,0,1,0.5636363636363636,0.5,equal,1,1,0,0,1,1
56,0,0,1,0.5714285714285714,0.5,equal,1,0,1,1,0,0
57,0,0,1,0.5789473684210527,0.5,equal,1,0,1,1,1,1
58,1,0,0,0.5689655172413793,0.5,equal,1,1,0,1,1,1
59,0,0,1,0.576271186440678,0.5,equal,1,0,1,0,0,1
60,1,0,0,0.5666666666666667,0.5,equal,1,1,0,1,0,1
61,0,0,1,0.5737704918032787,0.5,equal,1,0,1,1,0,0
62,1,0,0,0.5645161290322581,0.5,equal,1,0,0,0,1,1
63,1,0,0,0.5555555555555556,0.5,equal,1,1,0,0,0,1
64,1,0,0,0.546875,0.5,equal,1,0,1,1,0,0
65,1,1,1,0.5538461538461539,0.5,equal,1,1,1,1,0,1
66,0,0,1,0.5606060606060606,0.5,equal,1,0,0,1,1,1
67,0,1,0,0.5522388059701493,0.5,equal,1,1,1,1,1,0
68,1,1,1,0.5588235294117647,0.5,equal,1,1,1,0,0,0
69,1,0,0,0.5507246376811594,0.5,equal,1,1,0,1,1,1
70,0,1,0,0.5428571428571428,0.5,equal,1,1,1,1,0,1
71,0,1,0,0.5352112676056338,0.5,equal,1,1,1,0,1,1
72,0,0,1,0.5416666666666666,0.5,equal,1,1,0,0,1,0
73,1,0,0,0.5342465753424658,0.5,equal,1,0,0,0,1,0
74,0,0,1,0.5405405405405406,0.5,equal,1,0,0,1,1,0
75,0,0,1,0.5466666666666666,0.5,equal,1,0,1,0,0,0
76,1,0,0,0.5394736842105263,0.5,equal,1,0,0,1,1,0
77,0,0,1,0.5454545454545454,0.5,equal,1,1,0,0,0,0
78,0,0,1,0.5512820512820513,0.5,equal,1,0,0,0,0,0
79,0,0,1,0.5569620253164557,0.5,equal,1,0,1,0,1,0
80,1,0,0,0.55,0.5,equal,1,0,1,1,1,0
81,1,0,0,0.5432098765432098,0.5,equal,1,0,1,0,1,0
82,1,1,1,0.5487804878048781,0.5,equal,1,1,1,1,0,0
83,1,0,0,0.54216867469879515,0.5,equal,1,0,1,0,1,1
84,1,0,0,0.5357142857142857,0.5,equal,1,1,0,0,0,0
85,1,0,0,0.5294117647058824,0.5,equal,1,0,1,1,1,1
86,0,0,1,0.5348837209302325,0.5,equal,1,0,1,0,0,0
87,1,0,0,0.5287356321839081,0.5,equal,1,0,0,0,1,0
88,0,0,1,0.5340909090909091,0.5,equal,1,0,1,1,1,0
89,0,0,1,0.5393258426966292,0.5,equal,1,0,0,0,0,1
90,0,0,1,0.5444444444444444,0.5,equal,1,1,0,1,1,0
91,1,1,1,0.5494505494505495,0.5,equal,1,1,1,1,1,1
92,0,0,1,0.5543478260869565,0.5,equal,1,1,0,0,0,0
93,0,0,1,0.5591397849462365,0.5,equal,1,1,0,1,0,0
94,1,0,0,0.5531914893617021,0.5,equal,1,0,0,0,1,1
95,1,0,0,0.5473684210526316,0.5,equal,1,0,1,0,0,1
96,0,1,0,0.5416666666666666,0.5,equal,1,1,1,0,0,0
1,1,0,0,0,0.5,skewed1,1,1,0,1,0,1
2,1,0,0,0,0.5,skewed1,1,1,0,0,1,1
3,0,0,1,0.3333333333333333,0.5,skewed1,1,0,0,1,0,1
4,0,1,0,0.25,0.5,skewed1,1,1,1,1,0,1
5,1,0,0,0.2,0.5,skewed1,1,0,1,1,0,0
6,0,0,1,0.3333333333333333,0.5,skewed1,1,0,1,1,1,1
7,0,0,1,0.42857142857142855,0.5,skewed1,1,0,1,0,0,0
8,0,0,1,0.5,0.5,skewed1,1,1,0,1,1,1
9,0,0,1,0.5555555555555556,0.5,skewed1,1,0,0,1,1,1
10,1,0,0,0.5,0.5,skewed1,1,1,0,1,1,0
11,0,0,1,0.5454545454545454,0.5,skewed1,1,0,1,0,1,0
12,0,0,1,0.5833333333333334,0.5,skewed1,1,0,0,1,0,0
13,0,1,0,0.5384615384615384,0.5,skewed1,1,1,1,0,1,0
14,1,0,0,0.5,0.5,skewed1,1,0,1,0,0,0
15,1,0,0,0.4666666666666667,0.5,skewed1,1,0,1,0,1,1
16,0,0,1,0.5,0.5,skewed1,1,0,1,0,0,1
17,1,0,0,0.47058823529411764,0.5,skewed1,1,1,0,1,0,1
18,0,0,1,0.5,0.5,skewed1,1,0,0,0,0,0
19,0,0,1,0.5263157894736842,0.5,skewed1,1,0,1,0,1,0
20,1,0,0,0.5,0.5,skewed1,1,0,0,1,1,1
21,0,0,1,0.5238095238095238,0.5,skewed1,1,1,0,1,1,1
22,0,1,0,0.5,0.5,skewed1,1,1,1,0,0,1
23,1,0,0,0.4782608695652174,0.5,skewed1,1,1,0,1,1,0
24,1,0,0,0.4583333333333333,0.5,skewed1,1,0,0,0,1,1
25,0,0,1,0.48,0.5,skewed1,1,0,0,0,0,1
26,1,1,1,0.5,0.5,skewed1,1,1,1,0,0,1
27,1,0,0,0.48148148148148145,0.5,skewed1,1,0,0,0,0,0
28,0,0,1,0.5,0.5,skewed1,1,0,0,0,1,0
29,0,0,1,0.5172413793103449,0.5,skewed1,1,0,1,0,0,1
30,0,1,0,0.5,0.5,skewed1,1,1,1,1,1,1
31,0,0,1,0.5161290322580645,0.5,skewed1,1,0,1,0,1,1
32,0,1,0,0.5,0.5,skewed1,1,1,1,1,1,0
33,0,0,1,0.5151515151515151,0.5,skewed1,1,1,0,1,0,0
34,1,1,1,0.5294117647058824,0.5,skewed1,1,1,1,1,0,0
35,0,0,1,0.5428571428571428,0.5,skewed1,1,0,0,0,1,1
36,1,0,0,0.5277777777777778,0.5,skewed1,1,0,0,1,0,0
37,1,1,1,0.5405405405405406,0.5,skewed1,1,1,1,0,0,0
38,0,0,1,0.5526315789473685,0.5,skewed1,1,1,0,1,0,0
39,1,0,0,0.5384615384615384,0.5,skewed1,1,1,0,0,0,1
40,0,1,0,0.525,0.5,skewed1,1,1,1,1,1,0
41,0,0,1,0.5365853658536586,0.5,skewed1,1,0,0,0,0,1
42,0,0,1,0.5476190476190477,0.5,skewed1,1,1,0,0,0,1
43,0,1,0,0.5348837209302325,0.5,skewed1,1,1,1,0,0,1
44,1,0,0,0.5227272727272727,0.5,skewed1,1,0,0,1,1,0
45,1,0,0,0.5111111111111111,0.5,skewed1,1,1,0,0,1,0
46,1,1,1,0.5217391304347826,0.5,skewed1,1,1,1,0,1,0
47,1,0,0,0.5106382978723404,0.5,skewed1,1,0,0,0,1,1
48,0,0,1,0.5208333333333334,0.5,skewed1,1,0,1,1,1,0
49,0,0,1,0.5306122448979592,0.5,skewed1,1,0,1,1,0,1
50,0,0,1,0.54,0.5,skewed1,1,1,0,0,0,0
51,1,0,0,0.5294117647058824,0.5,skewed1,1,1,0,0,1,0
52,0,0,1,0.5384615384615384,0.5,skewed1,1,0,0,1,0,0
53,1,0,0,0.5283018867924528,0.5,skewed1,1,0,0,1,1,0
54,0,0,1,0.5370370370370371,0.5,skewed1,1,1,0,0,1,1
55,1,0,0,0.5272727272727272,0.5,skewed1,1,0,1,1,0,1
56,1,1,1,0.5357142857142857,0.5,skewed1,1,1,1,1,1,0
57,1,0,0,0.5263157894736842,0.5,skewed1,1,0,0,0,0,0
58,0,0,1,0.5344827586206896,0.5,skewed1,1,0,1,0,1,1
59,1,0,0,0.5254237288135594,0.5,skewed1,1,0,1,1,0,0
60,0,0,1,0.5333333333333333,0.5,skewed1,1,1,0,0,0,0
61,1,0,0,0.5245901639344263,0.5,skewed1,1,0,1,1,1,1
62,0,0,1,0.532258064516129,0.5,skewed1,1,0,0,1,1,0
63,1,0,0,0.5238095238095238,0.5,skewed1,1,1,0,0,1,1
64,1,0,0,0.515625,0.5,skewed1,1,0,0,1,0,1
65,1,1,1,0.5230769230769231,0.5,skewed1,1,1,1,1,0,1
66,0,0,1,0.5303030303030303,0.5,skewed1,1,0,1,1,1,0
67,0,0,1,0.5373134328358209,0.5,skewed1,1,0,1,1,1,0
68,0,0,1,0.5441176470588235,0.5,skewed1,1,0,1,1,0,1
69,1,0,0,0.5362318840579711,0.5,skewed1,1,1,0,1,0,1
70,1,0,0,0.5285714285714286,0.5,skewed1,1,0,1,0,0,1
71,1,0,0,0.5211267605633803,0.5,skewed1,1,1,0,1,1,0
72,1,1,1,0.5277777777777778,0.5,skewed1,1,1,1,1,0,0
73,1,0,0,0.5205479452054794,0.5,skewed1,1,0,1,0,0,0
74,0,0,1,0.527027027027027,0.5,skewed1,1,0,0,0,1,0
75,1,0,0,0.52,0.5,skewed1,1,1,0,0,0,1
76,1,1,1,0.5263157894736842,0.5,skewed1,1,1,1,0,0,0
77,0,0,1,0.5324675324675324,0.5,skewed1,1,0,1,1,1,1
78,1,1,1,0.5384615384615384,0.5,skewed1,1,1,1,0,1,0
79,0,1,0,0.5316455696202531,0.5,skewed1,1,1,1,0,0,0
80,1,1,1,0.5375,0.5,skewed1,1,1,1,0,1,1
81,0,0,1,0.5432098765432098,0.5,skewed1,1,0,0,0,1,0
82,1,1,1,0.5487804878048781,0.5,skewed1,1,1,1,1,1,1
83,1,0,0,0.54216867469879515,0.5,skewed1,1,1,0,1,1,1
84,1,0,0,0.5357142857142857,0.5,skewed1,1,0,0,1,0,1
85,0,1,0,0.5294117647058824,0.5,skewed1,1,1,1,1,0,0
86,1,1,1,0.5348837209302325,0.5,skewed1,1,1,1,0,1,1
87,0,0,1,0.5402298850574713,0.5,skewed1,1,0,0,1,1,1
88,1,0,0,0.5340909090909091,0.5,skewed1,1,1,0,0,1,0
89,1,0,0,0.5280898876404494,0.5,skewed1,1,1,0,0,0,0
90,0,1,0,0.5222222222222223,0.5,skewed1,1,1,1,1,0,1
91,0,1,0,0.5164835164835165,0.5,skewed1,1,1,1,1,1,1
92,0,0,1,0.5217391304347826,0.5,skewed1,1,1,0,1,0,0
93,1,0,0,0.5161290322580645,0.5,skewed1,1,0,1,0,1,0
94,1,0,0,0.5106382978723404,0.5,skewed1,1,0,1,1,0,0
95,1,1,1,0.5157894736842106,0.5,skewed1,1,1,1,0,1,1
96,0,0,1,0.5208333333333334,0.5,skewed1,1,0,0,0,0,1
1,1,0,0,0,0.5,skewed2,1,1,0,0,0,1
2,0,0,1,0.5,0.5,skewed2,1,0,0,1,1,0
3,1,0,0,0.3333333333333333,0.5,skewed2,1,0,1,1,0,0
4,1,0,0,0.25,0.5,skewed2,1,1,0,1,1,0
5,1,0,0,0.2,0.5,skewed2,1,0,1,0,1,0
6,1,0,0,0.16666666666666666,0.5,skewed2,1,1,0,1,1,0
7,1,0,0,0.14285714285714285,0.5,skewed2,1,1,0,0,0,1
8,0,0,1,0.25,0.5,skewed2,1,1,0,1,1,0
9,0,1,0,0.2222222222222222,0.5,skewed2,1,1,1,1,1,1
10,1,1,1,0.3,0.5,skewed2,1,1,1,1,1,1
11,1,0,0,0.2727272727272727,0.5,skewed2,1,0,0,0,0,0
12,1,0,0,0.25,0.5,skewed2,1,0,1,0,1,1
13,1,0,0,0.23076923076923078,0.5,skewed2,1,0,1,1,1,1
14,0,0,1,0.2857142857142857,0.5,skewed2,1,1,0,0,1,0
15,0,0,1,0.3333333333333333,0.5,skewed2,1,0,1,0,1,0
16,0,0,1,0.375,0.5,skewed2,1,1,0,0,1,0
17,0,0,1,0.4117647058823529,0.5,skewed2,1,1,0,1,0,0
18,1,0,0,0.3888888888888889,0.5,skewed2,1,1,0,1,0,0
19,0,1,0,0.3684210526315789,0.5,skewed2,1,1,1,0,0,0
20,1,1,1,0.4,0.5,skewed2,1,1,1,1,1,0
21,0,0,1,0.42857142857142855,0.5,skewed2,1,0,0,0,0,1
22,1,0,0,0.4090909090909091,0.5,skewed2,1,0,0,1,0,1
23,1,1,1,0.43478260869565216,0.5,skewed2,1,1,1,0,1,1
24,1,0,0,0.4166666666666667,0.5,skewed2,1,0,1,1,0,1
25,0,0,1,0.44,0.5,skewed2,1,0,0,0,1,1
26,1,1,1,0.46153846153846156,0.5,skewed2,1,1,1,0,0,0
27,0,0,1,0.48148148148148145,0.5,skewed2,1,0,1,0,1,0
28,0,1,0,0.4642857142857143,0.5,skewed2,1,1,1,1,1,0
29,1,0,0,0.4482758620689655,0.5,skewed2,1,0,0,0,1,1
30,0,0,1,0.4666666666666667,0.5,skewed2,1,0,0,1,0,0
31,1,0,0,0.45161290322580644,0.5,skewed2,1,0,1,1,1,0
32,1,0,0,0.4375,0.5,skewed2,1,0,1,0,0,0
33,0,0,1,0.45454545454545453,0.5,skewed2,1,0,1,0,1,1
34,1,1,1,0.47058823529411764,0.5,skewed2,1,1,1,1,0,0
35,0,0,1,0.4857142857142857,0.5,skewed2,1,1,0,1,0,1
36,1,0,0,0.4722222222222222,0.5,skewed2,1,1,0,0,0,0
37,0,0,1,0.4864864864864865,0.5,skewed2,1,1,0,1,0,1
38,0,0,1,0.5,0.5,skewed2,1,1,0,1,1,1
39,1,0,0,0.48717948717948717,0.5,skewed2,1,0,1,0,0,1
40,0,0,1,0.5,0.5,skewed2,1,0,1,1,1,0
41,0,1,0,0.4878048780487805,0.5,skewed2,1,1,1,0,1,0
42,0,0,1,0.5,0.5,skewed2,1,0,0,1,1,1
43,0,0,1,0.5116279069767442,0.5,skewed2,1,1,0,0,0,0
44,0,1,0,0.5,0.5,skewed2,1,1,1,1,0,0
45,0,0,1,0.5111111111111111,0.5,skewed2,1,1,0,0,0,0
46,0,0,1,0.5217391304347826,0.5,skewed2,1,0,0,1,0,0
47,0,0,1,0.5319148936170213,0.5,skewed2,1,1,0,0,0,1
48,1,0,0,0.5208333333333334,0.5,skewed2,1,1,0,0,1,1
49,1,1,1,0.5306122448979592,0.5,skewed2,1,1,1,0,1,0
50,0,0,1,0.54,0.5,skewed2,1,0,0,0,1,1
51,0,1,0,0.5294117647058824,0.5,skewed2,1,1,1,0,1,1
52,1,0,0,0.5192307692307693,0.5,skewed2,1,0,0,0,0,1
53,1,0,0,0.5094339622641509,0.5,skewed2,1,1,0,1,1,1
54,1,0,0,0.5,0.5,skewed2,1,0,0,0,0,0
55,1,1,1,0.509090909090909,0.5,skewed2,1,1,1,1,0,0
56,1,0,0,0.5,0.5,skewed2,1,0,1,0,0,0
57,0,0,1,0.5087719298245614,0.5,skewed2,1,0,1,0,0,0
58,1,0,0,0.5,0.5,skewed2,1,0,0,0,0,1
59,0,0,1,0.5084745762711864,0.5,skewed2,1,0,0,0,1,0
60,0,0,1,0.5166666666666667,0.5,skewed2,1,0,0,0,1,0
61,0,1,0,0.5081967213114754,0.5,skewed2,1,1,1,0,0,1
62,1,0,0,0.5,0.5,skewed2,1,1,0,0,1,1
63,1,0,0,0.49206349206349204,0.5,skewed2,1,1,0,0,1,0
64,0,1,0,0.484375,0.5,skewed2,1,1,1,1,0,1
65,0,1,0,0.47692307692307695,0.5,skewed2,1,1,1,0,0,1
66,0,1,0,0.4696969696969697,0.5,skewed2,1,1,1,0,0,0
67,1,0,0,0.4626865671641791,0.5,skewed2,1,0,0,1,1,1
68,0,0,1,0.47058823529411764,0.5,skewed2,1,0,1,0,0,1
69,0,0,1,0.4782608695652174,0.5,skewed2,1,1,0,1,0,0
70,1,1,1,0.4857142857142857,0.5,skewed2,1,1,1,0,1,1
71,0,0,1,0.49295774647887325,0.5,skewed2,1,0,0,1,0,1
72,1,0,0,0.4861111111111111,0.5,skewed2,1,0,1,1,1,1
73,0,0,1,0.4931506849315068,0.5,skewed2,1,1,0,0,1,1
74,1,0,0,0.4864864864864865,0.5,skewed2,1,0,0,0,0,0
75,1,1,1,0.49333333333333335,0.5,skewed2,1,1,1,1,1,0
76,1,0,0,0.4868421052631579,0.5,skewed2,1,1,0,1,0,1
77,1,1,1,0.4935064935064935,0.5,skewed2,1,1,1,0,1,0
78,0,0,1,0.5,0.5,skewed2,1,0,1,1,0,1
79,0,1,0,0.4936708860759494,0.5,skewed2,1,1,1,1,0,1
80,1,0,0,0.4875,0.5,skewed2,1,0,1,0,0,1
81,0,0,1,0.49382716049382713,0.5,skewed2,1,0,0,1,0,1
82,0,1,0,0.4878048780487805,0.5,skewed2,1,1,1,0,0,1
83,0,0,1,0.4939759036144578,0.5,skewed2,1,0,1,1,0,1
84,1,0,0,0.4880952380952381,0.5,skewed2,1,0,1,0,1,1
85,1,0,0,0.4823529411764706,0.5,skewed2,1,0,1,1,1,0
86,0,1,0,0.47674418604651164,0.5,skewed2,1,1,1,1,1,1
87,0,0,1,0.4827586206896552,0.5,skewed2,1,0,1,1,1,1
88,0,0,1,0.48863636363636365,0.5,skewed2,1,0,0,1,1,1
89,1,0,0,0.48314606741573035,0.5,skewed2,1,0,1,1,0,0
90,0,0,1,0.4888888888888889,0.5,skewed2,1,0,0,1,1,0
91,0,0,1,0.4945054945054945,0.5,skewed2,1,0,0,1,1,0
92,1,0,0,0.4891304347826087,0.5,skewed2,1,0,0,1,0,0
93,0,0,1,0.4946236559139785,0.5,skewed2,1,0,0,0,1,0
94,1,0,0,0.48936170212765956,0.5,skewed2,1,0,1,1,0,0
95,1,1,1,0.49473684210526314,0.5,skewed2,1,1,1,1,0,1
96,0,0,1,0.5,0.5,skewed2,1,1,0,1,1,1
1,0,0,1,1,1,equal,1,1,0,1,0,0
2,0,0,1,1,1,equal,1,0,1,1,0,1
3,0,0,1,1,1,equal,1,1,0,0,0,1
4,0,1,0,0.75,1,equal,1,1,1,0,1,0
5,1,0,0,0.6,1,equal,1,0,0,1,0,0
6,0,0,1,0.6666666666666666,1,equal,1,0,0,0,0,0
7,1,0,0,0.5714285714285714,1,equal,1,0,1,0,1,1
8,1,0,0,0.5,1,equal,1,1,0,0,0,0
9,0,0,1,0.5555555555555556,1,equal,1,0,1,1,0,1
10,1,1,1,0.6,1,equal,1,1,1,0,1,0
11,0,0,1,0.6363636363636364,1,equal,1,0,1,1,1,1
12,1,0,0,0.5833333333333334,1,equal,1,1,0,1,0,0
13,0,0,1,0.6153846153846154,1,equal,1,0,1,1,1,0
14,1,1,1,0.6428571428571429,1,equal,1,1,1,1,1,0
15,1,0,0,0.6,1,equal,1,1,0,1,1,1
16,1,0,0,0.5625,1,equal,1,1,0,0,1,0
17,1,0,0,0.5294117647058824,1,equal,1,0,1,0,1,1
18,1,0,0,0.5,1,equal,1,1,0,0,0,0
19,1,1,1,0.5263157894736842,1,equal,1,1,1,0,1,1
20,1,0,0,0.5,1,equal,1,0,0,0,1,0
21,1,0,0,0.47619047619047616,1,equal,1,1,0,0,1,1
22,0,1,0,0.45454545454545453,1,equal,1,1,1,0,0,1
23,0,0,1,0.4782608695652174,1,equal,1,0,0,0,1,1
24,1,1,1,0.5,1,equal,1,1,1,0,1,1
25,0,0,1,0.52,1,equal,1,1,0,0,1,0
26,0,1,0,0.5,1,equal,1,1,1,1,0,0
27,1,0,0,0.48148148148148145,1,equal,1,0,0,1,0,0
28,0,0,1,0.5,1,equal,1,0,0,0,0,1
29,1,0,0,0.4827586206896552,1,equal,1,0,1,0,1,0
30,0,0,1,0.5,1,equal,1,1,0,1,0,0
31,0,0,1,0.5161290322580645,1,equal,1,0,0,0,0,1
32,0,0,1,0.53125,1,equal,1,0,0,1,1,1
33,1,0,0,0.5151515151515151,1,equal,1,0,0,0,1,0
34,0,0,1,0.5294117647058824,1,equal,1,0,0,1,1,0
35,0,0,1,0.5428571428571428,1,equal,1,0,0,1,0,1
36,1,0,0,0.5277777777777778,1,equal,1,0,1,0,0,1
37,1,0,0,0.5135135135135135,1,equal,1,0,0,0,1,1
38,1,0,0,0.5,1,equal,1,0,1,1,0,0
39,1,0,0,0.48717948717948717,1,equal,1,1,0,0,0,1
40,0,0,1,0.5,1,equal,1,1,0,1,1,0
41,1,1,1,0.5121951219512195,1,equal,1,1,1,1,0,1
42,0,1,0,0.5,1,equal,1,1,1,0,0,1
43,0,0,1,0.5116279069767442,1,equal,1,0,0,1,1,1
44,0,1,0,0.5,1,equal,1,1,1,1,0,0
45,1,0,0,0.4888888888888889,1,equal,1,1,0,1,1,0
46,0,0,1,0.5,1,equal,1,0,0,1,0,1
47,1,0,0,0.48936170212765956,1,equal,1,1,0,1,0,1
48,1,0,0,0.4791666666666667,1,equal,1,0,0,1,1,0
49,1,1,1,0.4897959183673469,1,equal,1,1,1,1,1,1
50,0,0,1,0.5,1,equal,1,1,0,1,0,1
51,1,1,1,0.5098039215686274,1,equal,1,1,1,1,0,1
52,0,1,0,0.5,1,equal,1,1,1,0,1,0
53,0,0,1,0.5094339622641509,1,equal,1,1,0,1,0,1
54,0,1,0,0.5,1,equal,1,1,1,0,0,0
55,1,1,1,0.509090909090909,1,equal,1,1,1,0,0,0
56,1,0,0,0.5,1,equal,1,0,0,1,0,0
57,0,0,1,0.5087719298245614,1,equal,1,0,1,0,1,0
58,1,1,1,0.5172413793103449,1,equal,1,1,1,1,0,1
59,0,0,1,0.5254237288135594,1,equal,1,0,1,0,0,0
60,0,0,1,0.5333333333333333,1,equal,1,0,1,1,1,1
61,0,0,1,0.5409836065573771,1,equal,1,1,0,1,1,0
62,1,0,0,0.532258064516129,1,equal,1,0,1,1,1,0
63,0,0,1,0.5396825396825397,1,equal,1,1,0,0,0,0
64,0,0,1,0.546875,1,equal,1,0,1,0,0,0
65,0,0,1,0.5538461538461539,1,equal,1,1,0,0,0,1
66,0,0,1,0.5606060606060606,1,equal,1,0,1,0,0,1
67,0,0,1,0.5671641791044776,1,equal,1,0,1,1,0,0
68,1,1,1,0.5735294117647058,1,equal,1,1,1,0,0,1
69,1,0,0,0.5652173913043478,1,equal,1,0,1,0,0,1
70,1,0,0,0.5571428571428572,1,equal,1,1,0,0,1,0
71,1,1,1,0.5633802816901409,1,equal,1,1,1,1,1,0
72,1,1,1,0.5694444444444444,1,equal,1,1,1,1,0,0
73,0,0,1,0.5753424657534246,1,equal,1,0,0,0,0,0
74,1,0,0,0.5675675675675675,1,equal,1,0,1,1,0,1
75,0,0,1,0.5733333333333334,1,equal,1,0,1,0,0,0
76,1,0,0,0.5657894736842105,1,equal,1,0,1,1,1,0
77,0,0,1,0.5714285714285714,1,equal,1,0,0,0,0,0
78,1,1,1,0.5769230769230769,1,equal,1,1,1,1,1,0
79,0,0,1,0.5822784810126582,1,equal,1,1,0,0,1,1
80,0,0,1,0.5875,1,equal,1,0,0,0,1,1
81,0,1,0,0.5802469135802469,1,equal,1,1,1,1,1,1
82,0,0,1,0.5853658536585366,1,equal,1,1,0,1,1,1
83,0,1,0,0.5783132530120482,1,equal,1,1,1,0,1,1
84,1,0,0,0.5714285714285714,1,equal,1,1,0,0,1,1
85,1,0,0,0.5647058823529412,1,equal,1,0,0,1,1,0
86,1,0,0,0.5581395348837209,1,equal,1,0,1,0,1,0
87,1,0,0,0.5517241379310345,1,equal,1,0,1,0,1,1
88,0,0,1,0.5568181818181818,1,equal,1,0,0,0,1,0
89,1,1,1,0.5617977528089888,1,equal,1,1,1,0,0,0
90,1,0,0,0.5555555555555556,1,equal,1,0,1,1,0,0
91,0,0,1,0.5604395604395604,1,equal,1,0,1,1,1,1
92,0,0,1,0.5652173913043478,1,equal,1,0,0,0,0,1
93,1,0,0,0.5591397849462365,1,equal,1,1,0,1,1,1
94,1,0,0,0.5531914893617021,1,equal,1,0,0,1,1,1
95,0,0,1,0.5578947368421052,1,equal,1,0,0,1,0,1
96,1,1,1,0.5625,1,equal,1,1,1,1,1,1
1,1,0,0,0,1,skewed1,1,0,0,1,0,1
2,1,1,1,0.5,1,skewed1,1,1,1,1,1,0
3,0,0,1,0.6666666666666666,1,skewed1,1,0,1,0,0,1
4,0,0,1,0.75,1,skewed1,1,1,0,0,1,0
5,1,0,0,0.6,1,skewed1,1,0,1,1,0,1
6,1,0,0,0.5,1,skewed1,1,0,0,1,0,1
7,0,0,1,0.5714285714285714,1,skewed1,1,0,1,0,1,1
8,0,0,1,0.625,1,skewed1,1,1,0,1,1,1
9,1,0,0,0.5555555555555556,1,skewed1,1,0,1,1,1,1
10,1,1,1,0.6,1,skewed1,1,1,1,1,0,1
11,0,0,1,0.6363636363636364,1,skewed1,1,0,0,0,0,0
12,1,0,0,0.5833333333333334,1,skewed1,1,0,1,1,0,0
